cycle_id,ABW,total_feed,pond_area,density
3458.0,13.589999999999998,9987.0,4968.0,147.92242093326652
3459.0,14.322307692307692,10913.0,4968.0,153.37323162779626
4036.0,,480.1,800.0,
4038.0,10.585365853658537,7790.6,2700.0,272.5845707458611
4039.0,10.88125,3770.5,1030.0,336.42087183462246
4044.0,12.280714285714286,7182.5,1250.0,467.8880939917408
4045.0,11.851428571428572,7187.5,1310.0,462.95188704940114
4046.0,12.117857142857144,6135.5,1040.0,486.84508830397425
4047.0,11.205384615384615,6561.0,1340.0,436.9567689799783
4048.0,11.722142857142858,8166.0,1540.0,452.357343466965
4181.0,5.5,611.98,389.0,286.03879411077355
4233.0,4.55,2705.0,1000.0,594.5054945054945
4238.0,17.96090909090909,1520.0,2679.0,31.589486013934554
4239.0,14.93909090909091,3305.0,2384.0,92.79851845014758
4241.0,15.935454545454546,2870.0,3094.0,58.2099373010569
4253.0,2.0,345.0,16000.0,10.78125
4254.0,,597.0,1000.0,
4309.0,17.566666666666666,3207.3,600.0,304.29791271347244
4313.0,,538.0,4800.0,
4349.0,,816.5,1000.0,
4442.0,11.950000000000001,2456.6,2500.0,82.22928870292887
4444.0,,115.5,2000.0,
4446.0,8.514,2236.7,2000.0,131.35424007517034
4489.0,,392.5,625.0,
4491.0,2.5,363.4,625.0,232.576
4514.0,5.375,467.0,625.0,139.0139534883721
4515.0,4.5,683.9,1000.0,151.9777777777778
4551.0,3.5233333333333334,420.0,800.0,149.00662251655626
4552.0,,32.62,1000.0,
4620.0,,1841.0,1500.0,
4621.0,,907.0,1500.0,
4622.0,,717.0,422500.0,
4666.0,,315.5,1800.0,
4750.0,10.780000000000001,908.0,400.0,210.57513914656772
4751.0,10.51142857142857,916.0,400.0,217.85811361783092
4803.0,,177.0,1600.0,
4887.0,6.1,858.9,245.0,574.7072599531616
4896.0,4.7,327.95,700.0,99.68085106382978
4938.0,3.66,383.32,404.0,259.2382189038576
4946.0,6.994,1551.8,4300.0,51.5990450286292
4957.0,,43.87,1000.0,
5044.0,,361.5,1100.0,
5045.0,,265.5,1000.0,
5046.0,,163.0,1000.0,
5159.0,,342.5,625.0,
5222.0,17.29,6578.0,1600.0,237.78195488721806
5223.0,15.31,10531.0,2400.0,286.60461571957325
5253.0,11.77727272727273,2943.0,1323.0,188.87987460518744
5258.0,12.22181818181818,1879.89,588.0,261.58888875395445
5435.0,5.35,2388.95,1385.0,322.4062890111002
5437.0,4.5200000000000005,3348.0,1938.0,382.2022521164963
5438.0,5.4775,4212.0,2095.0,367.0472283555313
5439.0,5.865,2264.0,1096.0,352.20689354764437
5441.0,4.363333333333333,3680.0,2199.0,383.53428932034177
5442.0,5.185,3911.0,1960.0,384.8424615747939
5487.0,9.807777777777778,5949.9,2700.0,224.68562365469577
5677.0,15.868571428571428,2100.0,600.0,220.5617572920418
5731.0,7.574285714285715,1360.8,1000.0,179.66050546963407
5902.0,16.790769230769232,1912.9,800.0,142.4071147150449
5903.0,16.408333333333335,1824.9,800.0,139.0223463687151
5918.0,16.660714285714285,2622.5,800.0,196.7577706323687
5919.0,17.85571428571429,1799.6,800.0,125.9820785662853
5920.0,13.887500000000001,1687.0,800.0,151.84518451845184
5921.0,13.907499999999999,1745.2,800.0,156.85781053388462
6126.0,16.383333333333333,1518.05,973.0,95.22938254540968
6319.0,10.81111111111111,1721.5,1064.0,149.6563222032471
6431.0,5.13,1308.6,1000.0,255.0877192982456
6498.0,,1573.5,1225.0,
6627.0,4.28,1229.5,810.0,354.64982116072457
6628.0,3.9599999999999995,1549.5,810.0,483.0714552936777
6952.0,4.873333333333334,543.22,216.0,516.0548715610274
7020.0,4.8,235.9,310.0,158.53494623655914
7127.0,,786.9,735.0,
7130.0,5.0,1694.0,600.0,564.6666666666666
7156.0,3.05,1778.0,650.0,896.8474148802019
7157.0,,1593.0,644.0,
7273.0,11.2,700.0,300.0,208.33333333333334
7276.0,11.2,700.0,300.0,208.33333333333334
7277.0,11.2,700.0,300.0,208.33333333333334
7289.0,11.2,700.0,200.0,312.5
7293.0,11.2,700.0,200.0,312.5
7303.0,11.2,700.0,300.0,208.33333333333334
7394.0,,323.35,560.0,
7605.0,7.667142857142857,7154.86,1000.0,933.1846469163404
7606.0,8.576666666666666,6247.6,1000.0,728.4415079673533
7615.0,6.986,4133.0,3117.0,189.80166667263674
7616.0,6.612,4548.8,3344.0,205.7300485994726
7617.0,5.09,3567.3,3534.0,198.31488220519614
7622.0,9.44625,2304.2,1096.0,222.561573404655
7876.0,10.884117647058824,4356.4,1000.0,400.2529319569799
7897.0,4.36,636.05,725.0,201.21796899715278
7991.0,12.205,9394.0,2000.0,384.8422777550184
7992.0,12.64,11922.0,2500.0,377.27848101265823
7993.0,11.517142857142858,11714.0,2500.0,406.8370131481022
7995.0,10.18875,381.2,80.0,467.672678198994
7996.0,11.55375,379.3,1000.0,32.82916801904143
7997.0,8.581999999999999,707.9,1000.0,82.48659986017246
7998.0,13.444444444444445,725.7,1000.0,53.977685950413225
7999.0,13.0725,1221.6,1000.0,93.44807802639127
8000.0,11.4275,9148.0,2500.0,320.21001968934587
8004.0,13.030000000000001,21816.0,4260.0,393.025845016376
8005.0,10.602857142857143,15196.0,3680.0,389.4561409675114
8006.0,13.534285714285716,8452.0,1540.0,405.5117354674036
8007.0,13.656666666666666,16220.0,3640.0,326.2907461101262
8008.0,11.91375,14169.0,3410.0,348.76776538112546
8010.0,13.846250000000001,12841.0,2680.0,346.04444600146326
8011.0,14.8325,13476.0,2600.0,349.4405476539304
8012.0,12.96875,6254.0,1170.0,412.1676449387293
8013.0,13.645,9943.0,1780.0,409.3774317464108
8014.0,14.12142857142857,3215.5,1000.0,227.70359129994944
8092.0,3.1500000000000004,606.0,1000.0,192.38095238095238
8139.0,,425.0,3500.0,
8259.0,7.716666666666666,8129.7,2500.0,421.4099352051837
8265.0,6.716666666666666,8038.7,2500.0,478.7315136476427
8266.0,11.226,7308.8,2500.0,260.4240156778906
8292.0,5.0,653.2,810.0,161.28395061728395
8293.0,4.033333333333334,329.8,810.0,100.94888276706457
8475.0,6.09,352.6,1500.0,38.59879584017515
8476.0,,404.1,1500.0,
8578.0,4.616666666666666,959.0,2000.0,103.86281588447655
8669.0,,26.5,2715.0,
8670.0,,59.0,1906.0,
8674.0,,100.0,1904.0,
8677.0,,67.0,2534.0,
8683.0,,200.0,2055.0,
8684.0,,50.0,2468.0,
8685.0,,44.0,1000.0,
8687.0,,45.75,1728.0,
8688.0,,21.0,1686.0,
8716.0,4.12,851.5,625.0,330.6796116504854
8914.0,,75.0,2702.0,
8948.0,,75.0,2715.0,
8963.0,,50.0,2567.0,
8985.0,20.348387096774193,8124.9,2000.0,199.64481610653138
8988.0,3.7,60.0,2022.0,8.019889325527307
9057.0,3.7,859.0,636.0,365.0348461669216
9058.0,6.099999999999999,312.0,2000.0,25.573770491803284
9065.0,,227.4,725.0,
9089.0,,25.0,1906.0,
9090.0,10.542857142857143,6515.8,2500.0,247.21192411924122
9091.0,10.876428571428573,6270.8,2500.0,230.61982005647857
9093.0,10.177142857142858,6885.8,2500.0,270.6378439079169
9094.0,10.067857142857141,4796.2,1600.0,297.74210713018806
9095.0,10.453571428571427,6840.5,2500.0,261.7478647078921
9096.0,12.486428571428572,6749.8,2500.0,216.22836222184085
9097.0,11.370000000000001,6488.8,2500.0,228.27792436235706
9098.0,9.692142857142857,6694.5,2500.0,276.28565111651557
9100.0,9.86357142857143,5223.6,2000.0,264.79252661307845
9101.0,10.493571428571428,6811.5,2500.0,259.6446804165816
9102.0,12.289,5182.0,1600.0,263.54870209130115
9103.0,11.791,5077.0,1600.0,269.1141548638792
9104.0,14.384,6645.0,2000.0,230.98581757508342
9105.0,11.097,7096.0,2500.0,255.78084166891958
9106.0,9.831,5197.0,2000.0,264.3169565659648
9112.0,,90.0,1500.0,
9399.0,4.195,525.0,1000.0,125.14898688915376
9481.0,,50.0,2468.0,
9482.0,,63.0,2055.0,
9484.0,,76.0,1323.0,
9505.0,,46.0,600.0,
9516.0,,75.0,2715.0,
9522.0,,200.0,2702.0,
9545.0,9.898,1882.7,1526.0,124.64622769549536
9545.0,9.898,1882.7,1526.0,124.64622769549536
9585.0,6.66,569.1,1500.0,56.96696696696697
9590.0,,100.0,1000.0,
9665.0,,58.0,2533.0,
9877.0,7.465,717.0,2000.0,48.02411252511721
9921.0,4.58,294.2,725.0,88.60111429001657
9981.0,,525.0,1200.0,
9984.0,11.3,800.0,700.0,101.13780025284449
9987.0,,572.0,2000.0,
9988.0,,283.0,1000.0,
9989.0,6.279999999999999,819.0,1000.0,130.41401273885353
9990.0,,583.0,2500.0,
9992.0,,421.0,700.0,
9993.0,16.1,1795.0,2500.0,44.59627329192547
9994.0,,406.0,1500.0,
9996.0,11.2,491.5,1000.0,43.88392857142857
9997.0,,693.0,1000.0,
9998.0,6.0625,555.0,1000.0,91.5463917525773
10000.0,3.6,560.0,1000.0,155.55555555555557
10004.0,3.85,4685.639,3700.0,328.9321867321867
10005.0,4.6,1412.557,1000.0,307.07760869565215
10006.0,,536.4,800.0,
10009.0,5.0,764.75,1200.0,127.45833333333333
10010.0,16.46,2604.75,900.0,175.8302956662616
10017.0,,793.655,625.0,
10018.0,,1145.834,625.0,
10019.0,,541.08,120.0,
10022.0,,490.951,120.0,
10023.0,,576.191,612.0,
10025.0,4.0,407.886,700.0,145.67357142857142
10026.0,3.8,233.119,700.0,87.63872180451128
10027.0,3.95,306.11,300.0,258.32067510548524
10028.0,10.0,892.705,606.0,147.31105610561056
10029.0,11.1,891.969,800.0,100.44695945945946
10030.0,9.0,1776.869,1000.0,197.4298888888889
10031.0,13.506666666666666,775.814,1020.0,56.31307705708147
10041.0,,2252.0,1200.0,
10042.0,8.6,4079.5,2200.0,215.6183932346723
10043.0,8.135,2765.0,1400.0,242.7781192378611
10044.0,8.36625,3422.5,1200.0,340.9034314457891
10046.0,13.539999999999997,515.0,1000.0,38.035450516986714
10070.0,17.48193548387097,9267.5,2000.0,265.0593239103959
10071.0,18.893870967741936,8257.5,2000.0,218.52324529203872
10072.0,17.686333333333334,8852.6,2000.0,250.2666842571477
10089.0,,100.0,2715.0,
10090.0,,55.0,1906.0,
10091.0,,150.0,2425.0,
10166.0,,50.0,1500.0,
10169.0,,70.0,2022.0,
10175.0,,50.0,2715.0,
10191.0,8.27,279.0,100.0,337.36396614268443
10195.0,16.406666666666666,2475.0,1000.0,150.85331166192603
10196.0,15.491666666666667,1500.0,1000.0,96.82625067240451
10197.0,14.9,2425.0,1000.0,162.75167785234902
10198.0,11.434000000000001,1225.0,1000.0,107.13661011019764
10200.0,7.5475,550.0,1000.0,72.8718118582312
10201.0,7.0200000000000005,1126.9,1000.0,160.52706552706553
10203.0,8.814285714285715,1450.0,249998.0,0.6580279546612384
10241.0,7.95,1050.3,1100.0,120.10291595197253
10242.0,13.766666666666667,1510.4,700.0,156.73469387755102
10258.0,3.6225,239.4,972.0,67.99069601001969
10357.0,,29.0,2468.0,
10358.0,2.075,690.5,650.0,511.9555143651529
10360.0,,127.0,1194.0,
10366.0,11.158750000000001,1714.5,600.0,256.0770695642433
10367.0,8.705,1575.5,1200.0,150.82328163890483
10369.0,,931.75,4200.0,
10371.0,2.5,1081.0,800.0,540.5
10384.0,,74.5,1500.0,
10400.0,12.706,6094.5,1000.0,479.6552809696206
10408.0,3.73,649.8,644.0,270.51104857375987
10414.0,9.47,1551.3,1000.0,163.8120380147835
10535.0,,175.0,2702.0,
10636.0,,102.0,2019.0,
10639.0,,50.0,2567.0,
10703.0,10.85875,5618.0,2600.0,198.98876305000397
10704.0,11.45142857142857,6546.0,2600.0,219.8583602026716
10705.0,10.897142857142857,4391.0,3000.0,134.31655305016605
10706.0,8.911428571428571,3715.0,2098.0,198.7037227778574
10710.0,9.855,3688.0,2200.0,170.10285503436188
10711.0,11.786249999999999,4352.0,2400.0,153.85159260437658
10712.0,10.73625,3928.0,2200.0,166.3015061548069
10713.0,10.23,3153.0,1800.0,171.22841316389702
10714.0,11.974285714285715,4737.0,1000.0,395.5977093772369
10718.0,14.683333333333332,1954.2,800.0,166.36208853575485
10719.0,14.916666666666666,1849.1,600.0,206.60335195530726
10737.0,7.3225,1653.4,600.0,376.32866734949357
10755.0,,150.0,2983.0,
10757.0,,93.2,2230.0,
10759.0,7.557142857142857,1100.0,1000.0,145.5576559546314
10763.0,6.88,1050.0,500.0,305.2325581395349
10764.0,4.2,174.15,86.0,482.1428571428571
10771.0,9.592,6363.9,1340.0,495.1187556794841
10772.0,8.436666666666666,7001.6,1540.0,538.8968992287839
10809.0,,125.0,2055.0,
10811.0,,40.0,2702.0,
10857.0,,83.6,1500.0,
10896.0,,125.0,1323.0,
10897.0,,50.0,2715.0,
10984.0,6.925,226.0,1000.0,32.63537906137184
10985.0,2.3,401.0,1000.0,174.3478260869565
11017.0,10.322222222222223,1243.0,1000.0,120.41980624327233
11042.0,4.733333333333333,325.0,1100.0,62.419974391805376
11044.0,5.266666666666667,425.4,2000.0,40.38607594936708
11080.0,4.633333333333333,575.0,1500.0,82.73381294964028
11081.0,5.825,626.1,1100.0,97.71361685524775
11109.0,,130.0,2715.0,
11149.0,5.1,306.45,1500.0,40.05882352941177
11159.0,,680.0,1200.0,
11168.0,10.838571428571429,880.45,1500.0,54.15535345547209
11225.0,4.8759999999999994,700.0,800.0,179.45036915504517
11304.0,3.7350000000000003,647.5,1000.0,173.36010709504683
11317.0,8.5,235.6,300.0,92.3921568627451
11338.0,4.775,624.167,625.0,209.1449633507853
11339.0,4.125,549.9110000000001,625.0,213.29881212121217
11340.0,7.12,491.401,120.0,575.1416198501872
11341.0,6.375,541.08,120.0,707.294117647059
11342.0,12.15,1309.5,1200.0,89.81481481481481
11345.0,9.824,824.1,1000.0,83.8864006514658
11346.0,3.9275,750.5,1200.0,159.24039889666878
11347.0,3.3,15.5,1200.0,3.9141414141414144
11351.0,,125.5,1500.0,
11352.0,5.033333333333333,738.5,800.0,183.4023178807947
11422.0,6.6,70.0,4000.0,2.6515151515151514
11423.0,5.0,19.0,1200.0,3.1666666666666665
11424.0,4.2,216.5,1500.0,34.36507936507936
11509.0,5.125,368.0,1000.0,71.8048780487805
11522.0,,50.0,2468.0,
11523.0,,125.0,2702.0,
11524.0,,180.0,2702.0,
11544.0,4.983333333333333,779.0,1200.0,130.26755852842808
11545.0,9.0,788.0,1500.0,58.370370370370374
11609.0,15.89,3055.4,2000.0,96.14222781623663
11618.0,4.3,448.0,3210.0,32.45671230891835
